name,totalNum,newNum,deadNum,totalPopulation,deadRate,infecRate
乌兹别克斯坦,74956,145,612,"3,236",0.82,0.231632
北马其顿,73025,981,2096,-,2.87,
尼日利亚,72757,617,1194,"19,587",1.64,0.037146
新加坡,58320,7,29,579,0.05,1.007254
加纳,52933,195,327,"2,946",0.62,0.179678
阿富汗,48527,298,1965,"3,637",4.05,0.133426
阿尔巴尼亚,47742,879,989,293,2.07,1.62942
韩国,42766,1030,580,"5,116",1.36,0.083593
萨尔瓦多,41394,231,1200,641,2.90,0.645772
黑山,40948,402,578,62,1.41,6.604516
挪威,40803,364,387,535,0.95,0.762673
卢森堡,40755,0,392,59,0.96,6.907627
斯里兰卡,32650,643,149,"2,095",0.46,0.155847
芬兰,30810,360,453,554,1.47,0.556137
澳大利亚,28031,6,908,"2,477",3.24,0.113165
乌干达,27532,1163,221,"4,427",0.80,0.062191
拉脱维亚,25675,629,349,192,1.36,1.33724
喀麦隆,25143,56,443,"2,467",1.76,0.101917
科特迪瓦,21639,21,133,"2,490",0.61,0.086904
苏丹,21147,303,1344,"4,151",6.36,0.050944
赞比亚,18274,57,367,"1,760",2.01,0.10383
爱沙尼亚,18055,342,149,130,0.83,1.388846
马达加斯加,17587,0,259,"2,626",1.47,0.066973
塞内加尔,17075,14,349,"1,629",2.04,0.104819
莫桑比克,16812,132,140,"3,052",0.83,0.055085
纳米比亚,16269,0,160,258,0.98,0.630581
安哥拉,16161,100,366,"3,077",2.26,0.052522
塞浦路斯,14800,1151,77,118,0.52,1.254237
刚果（金）,14342,0,352,-,2.45,
几内亚,13420,22,79,"1,305",0.59,0.102835
马尔代夫,13348,22,48,44,0.36,3.033636
塔吉克斯坦,12704,80,88,910,0.69,0.139604
博茨瓦纳,12501,0,37,233,0.30,0.536524
牙买加,11608,99,271,289,2.33,0.401661
佛得角,11302,40,110,55,0.97,2.054909
津巴布韦,11219,57,307,"1,691",2.74,0.066345
马耳他,11153,52,169,43,1.52,2.593721
毛里塔尼亚,10780,279,222,-,2.06,
海地,9491,26,233,"1,111",2.45,0.085428
古巴,9354,87,137,"1,148",1.46,0.081481
加蓬,9330,0,63,206,0.68,0.452913
乌拉圭,9180,331,91,346,0.99,0.265318
伯利兹,9173,208,192,38,2.09,2.413947
叙利亚,9041,130,506,"1,828",5.60,0.049458
巴哈马,7659,36,163,39,2.13,1.963846
安道尔,7288,52,78,7,1.07,10.411429
特立尼达和多巴哥,6864,12,122,137,1.78,0.501022
斯威士兰,6714,29,127,139,1.89,0.483022
卢旺达,6528,100,56,"1,250",0.86,0.052224
马拉维,6063,8,186,"1,916",3.07,0.031644
刚果（布）,6049,0,99,-,1.64,
尼加拉瓜,5887,0,162,628,2.75,0.093742
圭亚那,5879,40,154,78,2.62,0.753718
吉布提,5725,0,61,97,1.07,0.590206
马里,5721,72,189,"1,910",3.30,0.029953
冰岛,5557,5,28,33,0.50,1.683939
苏里南,5340,1,117,56,2.19,0.953571
赤道几内亚,5185,0,85,131,1.64,0.395802
中非共和国,4936,0,63,473,1.28,0.104355
索马里,4579,0,121,"1,518",2.64,0.030165
泰国,4209,17,60,"6,918",1.43,0.006084
布基纳法索,3894,315,71,"1,975",1.82,0.019716
冈比亚,3779,0,123,216,3.25,0.174954
多哥,3221,19,66,799,2.05,0.040313
贝宁,3090,0,44,"1,148",1.42,0.026916
几内亚比绍,2444,0,44,190,1.80,0.128632
塞拉利昂,2440,2,75,771,3.07,0.031647
莱索托,2250,0,44,226,1.96,0.099558
尼日尔,2199,39,80,"2,231",3.64,0.009857
新西兰,2096,4,25,474,1.19,0.044219
也门,2083,1,606,"2,891",29.09,0.007205
圣马力诺,1932,0,51,3,2.64,6.44
乍得,1751,6,102,"1,535",5.83,0.011407
利比里亚,1676,0,83,485,4.95,0.034557
列支敦士登公国,1514,32,20,-,1.32,
越南,1397,2,35,"9,649",2.51,0.001448
蒙古,907,1,0,312,-,0.029071
布隆迪,728,5,1,"1,121",0.14,0.006494
巴布亚新几内亚,720,0,8,841,1.11,0.008561
钻石号邮轮,712,0,13,0.37,1.83,0.192432
厄立特里亚,711,55,0,518,-,0.013726
摩纳哥,668,9,3,3,0.45,2.226667
科摩罗,628,11,7,83,1.11,0.075663
毛里求斯,515,0,10,126,1.94,0.040873
坦桑尼亚,509,0,21,"5,909",4.13,0.000861
不丹,437,1,0,81,-,0.053951
柬埔寨,359,2,0,"1,624",-,0.002211
巴巴多斯,292,0,7,28,2.40,0.104286
圣卢西亚,274,0,4,-,1.46,
塞舌尔,187,0,0,9,-,0.207778
文莱,152,0,3,43,1.97,0.035349
安提瓜和巴布达,148,1,4,10,2.70,0.148
圣文森特和格林纳丁斯,94,0,0,11,-,0.085455
多米尼克,87,0,0,7,-,0.124286
斐济,44,0,2,91,4.55,0.004835
格林纳达,43,0,0,10,-,0.043
老挝,41,0,0,696,-,0.000589
马提尼克岛,37,0,1,-,2.70,
东帝汶,31,0,0,132,-,0.002348
梵蒂冈,27,0,0,-,-,
圣基茨和尼维斯,27,0,0,5,-,0.054
所罗门群岛,17,0,0,62,-,0.002742
马绍尔群岛,4,0,0,5,-,0.008
瓦努阿图,1,0,0,28,-,0.000357
全球,71381719,569700,1612211,758520,2.26,0.941066
