name,totalNum,newNum,deadNum,totalPopulation,deadRate,infecRate
哥斯达黎加,147430,1009,1846,495,1.25,2.978384
玻利维亚,145846,189,9002,"1,121",6.17,1.301035
科威特,144900,0,900,419,0.62,3.458234
亚美尼亚,144066,1138,2393,293,1.66,4.916928
卡塔尔,140353,150,240,269,0.17,5.217584
黎巴嫩,139135,1039,1136,609,0.82,2.284647
危地马拉,126473,0,4286,"1,724",3.39,0.733602
阿曼,125490,165,1461,482,1.16,2.603527
斯洛伐克,121796,2564,1084,544,0.89,2.238897
埃及,119281,434,6813,"9,937",5.71,0.120037
摩尔多瓦,119204,1709,2460,404,2.06,2.950594
希腊,118045,1324,3194,"1,114",2.71,1.05965
埃塞俄比亚,114266,531,1766,"10,667",1.55,0.107121
洪都拉斯,112175,468,2952,941,2.63,1.192083
突尼斯,105445,1116,3668,"1,165",3.48,0.905107
委内瑞拉,105384,480,928,"3,238",0.88,0.32546
巴勒斯坦,102992,1883,890,505,0.86,2.039446
缅甸,101739,0,2151,"5,385",2.11,0.18893
丹麦,97890,2559,904,575,0.92,1.702435
波黑,96021,0,3081,350,3.21,2.743457
中国,94606,119,4754,"140,005",5.03,0.006757
斯洛文尼亚,90075,2160,1900,208,2.11,4.330529
巴拉圭,89421,698,1887,689,2.11,1.297837
阿尔及利亚,89416,591,2539,"4,200",2.84,0.212895
肯尼亚,89100,521,1545,"5,095",1.73,0.174877
利比亚,88522,536,1261,647,1.42,1.368192
巴林,88294,183,345,156,0.39,5.659872
立陶宛,80556,3130,704,287,0.87,2.806829
马来西亚,76265,959,393,"3,204",0.52,0.238031
吉尔吉斯斯坦,76012,322,1303,613,1.71,1.24
爱尔兰,74682,214,2097,480,2.81,1.555875
乌兹别克斯坦,74352,146,611,"3,236",0.82,0.229765
尼日利亚,70195,550,1182,"19,587",1.68,0.035838
北马其顿,69452,1120,1977,-,2.85,
新加坡,58291,6,29,579,0.05,1.006753
加纳,52500,226,326,"2,946",0.62,0.178208
阿富汗,47851,135,1919,"3,637",4.01,0.131567
阿尔巴尼亚,44436,753,936,293,2.11,1.516587
萨尔瓦多,40741,396,1174,641,2.88,0.635585
韩国,39432,677,556,"5,116",1.41,0.077076
挪威,39163,243,361,535,0.92,0.732019
黑山,39153,591,549,62,1.40,6.315
卢森堡,38476,0,360,59,0.94,6.521356
斯里兰卡,29378,798,142,"2,095",0.48,0.140229
芬兰,28732,490,425,554,1.48,0.518628
澳大利亚,27993,6,908,"2,477",3.24,0.113012
喀麦隆,24752,0,443,"2,467",1.79,0.100332
乌干达,23860,660,207,"4,427",0.87,0.053897
拉脱维亚,22816,712,293,192,1.28,1.188333
科特迪瓦,21513,6,132,"2,490",0.61,0.086398
苏丹,20084,337,1307,"4,151",6.51,0.048384
赞比亚,17963,0,364,"1,760",2.03,0.102063
马达加斯加,17473,-40,255,"2,626",1.46,0.066538
塞内加尔,16665,69,341,"1,629",2.05,0.102302
莫桑比克,16373,47,136,"3,052",0.83,0.053647
爱沙尼亚,16054,544,139,130,0.87,1.234923
安哥拉,15729,81,355,"3,077",2.26,0.051118
纳米比亚,15298,79,153,258,1.00,0.592946
刚果（金）,13750,155,344,-,2.50,
塞浦路斯,13286,419,68,118,0.51,1.125932
几内亚,13283,19,79,"1,305",0.59,0.101785
马尔代夫,13248,35,47,44,0.35,3.010909
塔吉克斯坦,12511,0,88,910,0.70,0.137484
博茨瓦纳,12058,0,36,233,0.30,0.517511
牙买加,11271,0,265,289,2.35,0.39
佛得角,11118,20,109,55,0.98,2.021455
津巴布韦,10912,73,303,"1,691",2.78,0.06453
马耳他,10778,79,160,43,1.48,2.506512
毛里塔尼亚,9876,197,197,-,1.99,
海地,9399,0,233,"1,111",2.48,0.084599
加蓬,9278,0,60,206,0.65,0.450388
古巴,8982,76,136,"1,148",1.51,0.07824
叙利亚,8580,90,458,"1,828",5.34,0.046937
伯利兹,8013,60,179,38,2.23,2.108684
乌拉圭,7806,301,86,346,1.10,0.225607
巴哈马,7579,0,163,39,2.15,1.943333
安道尔,7127,43,78,7,1.09,10.181429
特立尼达和多巴哥,6782,7,122,137,1.80,0.495036
斯威士兰,6563,34,124,139,1.89,0.472158
卢旺达,6237,46,51,"1,250",0.82,0.049896
马拉维,6051,0,186,"1,916",3.07,0.031581
尼加拉瓜,5887,49,162,628,2.75,0.093742
刚果（布）,5774,0,94,-,1.63,
吉布提,5714,6,61,97,1.07,0.589072
圭亚那,5700,3,154,78,2.70,0.730769
冰岛,5516,10,28,33,0.51,1.671515
马里,5442,152,180,"1,910",3.31,0.028492
苏里南,5326,1,117,56,2.20,0.951071
赤道几内亚,5166,0,85,131,1.65,0.394351
中非共和国,4927,5,63,473,1.28,0.104165
索马里,4579,0,121,"1,518",2.64,0.030165
泰国,4151,25,60,"6,918",1.45,0.006
冈比亚,3776,4,123,216,3.26,0.174815
布基纳法索,3469,154,69,"1,975",1.99,0.017565
多哥,3132,21,65,799,2.08,0.039199
贝宁,3090,17,44,"1,148",1.42,0.026916
几内亚比绍,2444,0,44,190,1.80,0.128632
塞拉利昂,2428,0,74,771,3.05,0.031492
莱索托,2164,14,44,226,2.03,0.095752
新西兰,2088,3,25,474,1.20,0.044051
也门,2078,-305,606,"2,891",29.16,0.007188
尼日尔,1987,93,79,"2,231",3.98,0.008906
圣马力诺,1834,34,49,3,2.67,6.113333
乍得,1729,1,102,"1,535",5.90,0.011264
利比里亚,1676,0,83,485,4.95,0.034557
列支敦士登公国,1432,28,19,-,1.33,
越南,1381,4,35,"9,649",2.53,0.001431
蒙古,893,5,0,312,-,0.028622
布隆迪,716,18,1,"1,121",0.14,0.006387
钻石号邮轮,712,0,13,0.37,1.83,0.192432
巴布亚新几内亚,684,0,7,841,1.02,0.008133
厄立特里亚,649,0,0,518,-,0.012529
摩纳哥,648,7,3,3,0.46,2.16
科摩罗,617,1,7,83,1.13,0.074337
毛里求斯,515,4,10,126,1.94,0.040873
坦桑尼亚,509,0,21,"5,909",4.13,0.000861
不丹,433,1,0,81,-,0.053457
柬埔寨,354,4,0,"1,624",-,0.00218
巴巴多斯,290,3,7,28,2.41,0.103571
圣卢西亚,270,0,2,-,0.74,
塞舌尔,184,0,0,9,-,0.204444
文莱,152,0,3,43,1.97,0.035349
安提瓜和巴布达,146,0,4,10,2.74,0.146
圣文森特和格林纳丁斯,90,3,0,11,-,0.081818
多米尼克,85,0,0,7,-,0.121429
斐济,44,0,2,91,4.55,0.004835
格林纳达,43,0,0,10,-,0.043
老挝,41,0,0,696,-,0.000589
马提尼克岛,37,0,1,-,2.70,
东帝汶,31,0,0,132,-,0.002348
梵蒂冈,27,0,0,-,-,
圣基茨和尼维斯,25,0,0,5,-,0.05
所罗门群岛,17,0,0,62,-,0.002742
马绍尔群岛,4,0,0,5,-,0.008
瓦努阿图,1,0,0,28,-,0.000357
全球,68751084,603285,1565716,758520,2.28,0.906385
