name,totalNum,newNum,deadNum,totalPopulation,deadRate,infecRate
中国,94142,119,4753,140005,5.05,0.006724188
波黑,93768,975,2922,350,3.12,2.679085714
丹麦,89381,2115,878,575,0.98,1.554452174
巴林,87600,168,341,156,0.39,5.615384615
肯尼亚,87249,866,1506,5095,1.73,0.171244357
阿尔及利亚,86730,803,2492,4200,2.87,0.2065
巴拉圭,86499,1022,1813,689,2.1,1.255428157
利比亚,85529,680,1219,647,1.43,1.321931994
斯洛文尼亚,84775,3426,1700,208,2.01,4.075721154
吉尔吉斯斯坦,74774,401,1290,613,1.73,1.219804241
乌兹别克斯坦,73751,159,611,3236,0.83,0.227907911
爱尔兰,73491,263,2086,480,2.84,1.5310625
立陶宛,72430,2848,611,287,0.84,2.52369338
马来西亚,71359,1123,380,3204,0.53,0.222718477
尼日利亚,68627,324,1179,19587,1.72,0.035037014
北马其顿,66330,1099,1877,-,2.83,
新加坡,58255,13,29,579,0.05,1.006131261
加纳,52096,429,325,2946,0.62,0.176836388
阿富汗,47072,235,1864,3637,3.96,0.129425351
阿尔巴尼亚,41302,801,870,293,2.11,1.409624573
萨尔瓦多,39718,588,1153,641,2.9,0.619625585
挪威,37801,430,354,535,0.94,0.706560748
黑山,37467,535,522,62,1.39,6.043064516
卢森堡,37017,588,345,59,0.93,6.274067797
韩国,36915,583,540,5116,1.46,0.072155981
澳大利亚,27956,7,908,2477,3.25,0.112862333
芬兰,27218,460,415,554,1.52,0.491299639
斯里兰卡,27060,1022,130,2095,0.48,0.129164678
喀麦隆,24752,265,443,2467,1.79,0.100332388
乌干达,21898,286,206,4427,0.94,0.049464649
科特迪瓦,21412,23,132,2490,0.62,0.085991968
拉脱维亚,20787,794,253,192,1.22,1.08265625
苏丹,19196,661,1290,4151,6.72,0.046244278
赞比亚,17857,127,364,1760,2.04,0.101460227
马达加斯加,17513,172,255,2626,1.46,0.066690784
塞内加尔,16397,100,337,1629,2.06,0.100656845
莫桑比克,16038,120,133,3052,0.83,0.052549148
安哥拉,15493,132,353,3077,2.28,0.050350991
纳米比亚,14950,351,152,258,1.02,0.579457364
爱沙尼亚,14500,561,126,130,0.87,1.115384615
刚果（金）,13281,149,337,-,2.54,
几内亚,13186,19,76,1305,0.58,0.101042146
马尔代夫,13143,37,47,44,0.36,2.987045455
塔吉克斯坦,12389,81,87,910,0.7,0.136142857
塞浦路斯,11812,289,57,118,0.48,1.001016949
博茨瓦纳,11531,789,34,233,0.29,0.494892704
佛得角,10996,58,108,55,0.98,1.999272727
牙买加,10987,76,260,289,2.37,0.38017301
津巴布韦,10547,123,281,1691,2.66,0.062371378
马耳他,10423,103,149,43,1.43,2.423953488
海地,9347,16,233,1111,2.49,0.084131413
加蓬,9254,15,60,206,0.65,0.449223301
毛里塔尼亚,9181,176,182,-,1.98,
古巴,8610,79,136,1148,1.58,0.075
叙利亚,8233,86,437,1828,5.31,0.045038293
巴哈马,7565,16,163,39,2.15,1.93974359
伯利兹,7383,147,170,38,2.3,1.942894737
安道尔,6955,51,77,7,1.11,9.935714286
特立尼达和多巴哥,6735,10,121,137,1.8,0.491605839
乌拉圭,6731,276,80,346,1.19,0.194537572
斯威士兰,6480,6,122,139,1.88,0.46618705
马拉维,6047,4,185,1916,3.06,0.031560543
卢旺达,6043,32,51,1250,0.84,0.048344
尼加拉瓜,5838,0,161,628,2.76,0.092961783
刚果（布）,5774,0,94,-,1.63,
吉布提,5690,1,61,97,1.07,0.586597938
圭亚那,5601,73,151,78,2.7,0.718076923
冰岛,5476,14,27,33,0.49,1.659393939
苏里南,5322,2,117,56,2.2,0.950357143
赤道几内亚,5159,3,85,131,1.65,0.393816794
马里,4938,58,163,1910,3.3,0.025853403
中非共和国,4918,0,63,473,1.28,0.10397463
索马里,4525,0,121,1518,2.67,0.029808959
泰国,4072,19,60,6918,1.47,0.005886094
冈比亚,3768,1,123,216,3.26,0.174444444
布基纳法索,3091,29,68,1975,2.2,0.015650633
贝宁,3055,0,44,1148,1.44,0.026611498
多哥,3051,12,65,799,2.13,0.038185232
几内亚比绍,2441,0,44,190,1.8,0.128473684
塞拉利昂,2420,4,74,771,3.06,0.031387808
也门,2267,28,627,2891,27.66,0.007841577
莱索托,2150,5,44,226,2.05,0.095132743
新西兰,2078,9,25,474,1.2,0.043839662
圣马力诺,1789,75,48,3,2.68,5.963333333
尼日尔,1726,86,77,2231,4.46,0.007736441
乍得,1719,11,102,1535,5.93,0.011198697
利比里亚,1676,13,83,485,4.95,0.034556701
列支敦士登公国,1378,27,17,-,1.23,
越南,1365,4,35,9649,2.56,0.001414654
蒙古,842,11,0,312,0,0.026987179
钻石号邮轮,712,0,13,0.37,1.83,19.24324324
布隆迪,692,3,1,1121,0.14,0.00617306
巴布亚新几内亚,671,2,7,841,1.04,0.007978597
厄立特里亚,632,38,0,518,0,0.012200772
摩纳哥,630,9,3,3,0.48,2.1
科摩罗,615,2,7,83,1.14,0.074096386
坦桑尼亚,509,0,21,5909,4.13,0.000861398
毛里求斯,508,0,10,126,1.97,0.04031746
不丹,424,6,0,81,0,0.052345679
柬埔寨,345,10,0,1624,0,0.002124384
巴巴多斯,284,3,7,28,2.46,0.101428571
圣卢西亚,262,1,2,-,0.76,
塞舌尔,184,1,0,9,0,0.204444444
文莱,151,0,3,43,1.99,0.035116279
安提瓜和巴布达,144,0,4,10,2.78,0.144
圣文森特和格林纳丁斯,87,2,0,11,0,0.079090909
多米尼克,85,0,0,7,0,0.121428571
斐济,44,2,2,91,4.55,0.004835165
格林纳达,41,0,0,10,0,0.041
老挝,39,0,0,696,0,0.000560345
马提尼克岛,37,5,1,-,2.7,
东帝汶,31,0,0,132,0,0.002348485
梵蒂冈,27,0,0,-,0,
圣基茨和尼维斯,22,0,0,5,0,0.044
所罗门群岛,17,0,0,62,0,0.002741935
马绍尔群岛,4,0,0,5,0,0.008
瓦努阿图,1,0,0,28,0,0.000357143
全球,66422875,688700,1527168,758520,2.29,0.875690489
