name,totalNum,newNum,deadNum,totalPopulation,deadRate,infecRate
越南,1395,4,35,"9,649",2.51,0.001446
蒙古,906,1,0,312,-,0.029038
布隆迪,723,2,1,"1,121",0.14,0.00645
巴布亚新几内亚,720,36,8,841,1.11,0.008561
钻石号邮轮,712,0,13,0.37,1.83,0.192432
摩纳哥,659,2,3,3,0.46,2.196667
厄立特里亚,656,0,0,518,-,0.012664
科摩罗,617,0,7,83,1.13,0.074337
毛里求斯,515,0,10,126,1.94,0.040873
坦桑尼亚,509,0,21,"5,909",4.13,0.000861
不丹,436,2,0,81,-,0.053827
柬埔寨,357,0,0,"1,624",-,0.002198
巴巴多斯,292,1,7,28,2.40,0.104286
圣卢西亚,274,4,4,-,1.46,
塞舌尔,187,0,0,9,-,0.207778
文莱,152,0,3,43,1.97,0.035349
安提瓜和巴布达,147,1,4,10,2.72,0.147
圣文森特和格林纳丁斯,94,0,0,11,-,0.085455
多米尼克,87,2,0,7,-,0.124286
斐济,44,0,2,91,4.55,0.004835
格林纳达,43,0,0,10,-,0.043
老挝,41,0,0,696,-,0.000589
马提尼克岛,37,0,1,-,2.70,
东帝汶,31,0,0,132,-,0.002348
圣基茨和尼维斯,27,1,0,5,-,0.054
梵蒂冈,27,0,0,-,-,
所罗门群岛,17,0,0,62,-,0.002742
马绍尔群岛,4,0,0,5,-,0.008
瓦努阿图,1,0,0,28,-,0.000357
全球,70791472,631721,1603360,758520,2.26,0.933284
