name,totalNum,newNum,deadNum,totalPopulation,deadRate,infecRate
马里,4762,52,160,"1,910",3.36,0.024932
索马里,4525,74,121,"1,518",2.67,0.029809
泰国,4026,18,60,"6,918",1.49,0.00582
冈比亚,3743,1,123,216,3.29,0.173287
贝宁,3015,0,43,"1,148",1.43,0.026263
多哥,2997,23,64,799,2.14,0.037509
布基纳法索,2931,45,68,"1,975",2.32,0.014841
几内亚比绍,2441,0,44,190,1.80,0.128474
塞拉利昂,2413,1,74,771,3.07,0.031297
也门,2197,6,619,"2,891",28.17,0.007599
莱索托,2137,0,44,226,2.06,0.094558
新西兰,2060,1,25,474,1.21,0.04346
乍得,1700,12,102,"1,535",6.00,0.011075
圣马力诺,1650,38,46,3,2.79,5.5
利比里亚,1595,0,83,485,5.20,0.032887
尼日尔,1586,38,75,"2,231",4.73,0.007109
越南,1358,7,35,"9,649",2.58,0.001407
列支敦士登公国,1318,48,16,-,1.21,
蒙古,812,11,0,312,-,0.026026
钻石号邮轮,712,0,13,0.37,1.83,0.192432
布隆迪,689,0,1,"1,121",0.15,0.006146
巴布亚新几内亚,669,13,7,841,1.05,0.007955
摩纳哥,617,8,3,3,0.49,2.056667
科摩罗,613,2,7,83,1.14,0.073855
厄立特里亚,577,0,0,518,-,0.011139
坦桑尼亚,509,0,21,"5,909",4.13,0.000861
毛里求斯,505,1,10,126,1.98,0.040079
不丹,414,4,0,81,-,0.051111
柬埔寨,329,3,0,"1,624",-,0.002026
巴巴多斯,278,2,7,28,2.52,0.099286
圣卢西亚,259,0,2,-,0.77,
塞舌尔,183,0,0,9,-,0.203333
文莱,151,0,3,43,1.99,0.035116
安提瓜和巴布达,142,1,4,10,2.82,0.142
圣文森特和格林纳丁斯,85,0,0,11,-,0.077273
多米尼克,85,0,0,7,-,0.121429
斐济,42,0,2,91,4.76,0.004615
格林纳达,41,0,0,10,-,0.041
老挝,39,0,0,696,-,0.00056
马提尼克岛,37,0,1,-,2.70,
东帝汶,30,0,0,132,-,0.002273
梵蒂冈,27,0,0,-,-,
圣基茨和尼维斯,22,0,0,5,-,0.044
所罗门群岛,17,0,0,62,-,0.002742
马绍尔群岛,4,0,0,5,-,0.008
瓦努阿图,1,0,0,28,-,0.000357
全球,64368348,620527,1488855,758520,2.31,0.85

