name,totalNum,newNum,deadNum,totalPopulation,deadRate,infecRate
刚果（布）,5774,0,94,-,1.63,
吉布提,5679,0,61,97,1.07,0.585464
冰岛,5413,21,27,33,0.50,1.640303
圭亚那,5406,30,151,78,2.79,0.693077
苏里南,5312,0,117,56,2.20,0.948571
赤道几内亚,5153,0,85,131,1.65,0.393359
中非共和国,4913,0,63,473,1.28,0.103869
马里,4710,22,156,"1,910",3.31,0.02466
索马里,4451,0,113,"1,518",2.54,0.029321
泰国,4008,10,60,"6,918",1.50,0.005794
冈比亚,3742,8,123,216,3.29,0.173241
贝宁,3015,0,43,"1,148",1.43,0.026263
多哥,2974,12,64,799,2.15,0.037222
布基纳法索,2886,30,68,"1,975",2.36,0.014613
几内亚比绍,2441,19,44,190,1.80,0.128474
塞拉利昂,2412,1,74,771,3.07,0.031284
也门,2191,14,619,"2,891",28.25,0.007579
莱索托,2137,28,44,226,2.06,0.094558
新西兰,2059,3,25,474,1.21,0.043439
乍得,1688,6,101,"1,535",5.98,0.010997
圣马力诺,1612,0,46,3,2.85,5.373333
利比里亚,1595,0,83,485,5.20,0.032887
尼日尔,1548,32,72,"2,231",4.65,0.006939
越南,1351,5,35,"9,649",2.59,0.0014
列支敦士登公国,1270,17,16,-,1.26,
蒙古,801,10,0,312,-,0.025673
钻石号邮轮,712,0,13,0.37,1.83,0.192432
布隆迪,688,7,1,"1,121",0.15,0.006137
巴布亚新几内亚,656,10,7,841,1.07,0.0078
科摩罗,611,0,7,83,1.15,0.073614
摩纳哥,609,1,3,3,0.49,2.03
厄立特里亚,577,0,0,518,-,0.011139
坦桑尼亚,509,0,21,"5,909",4.13,0.000861
毛里求斯,504,3,10,126,1.98,0.04
不丹,410,14,0,81,-,0.050617
柬埔寨,326,3,0,"1,624",-,0.002007
巴巴多斯,276,1,7,28,2.54,0.098571
圣卢西亚,259,2,2,-,0.77,
塞舌尔,183,10,0,9,-,0.203333
文莱,151,1,3,43,1.99,0.035116
安提瓜和巴布达,141,0,4,10,2.84,0.141
圣文森特和格林纳丁斯,85,0,0,11,-,0.077273
多米尼克,85,0,0,7,-,0.121429
斐济,42,0,2,91,4.76,0.004615
格林纳达,41,0,0,10,-,0.041
老挝,39,0,0,696,-,0.00056
马提尼克岛,37,0,1,-,2.70,
东帝汶,30,0,0,132,-,0.002273
梵蒂冈,27,0,0,-,-,
圣基茨和尼维斯,22,0,0,5,-,0.044
所罗门群岛,17,0,0,62,-,0.002742
马绍尔群岛,4,0,0,5,-,0.008
瓦努阿图,1,0,0,28,-,0.000357
全球,63705945,498957,1475902,758520,2.32,0.84

