name,totalNum,newNum,deadNum,totalPopulation,deadRate,infecRate
尼日利亚,69645,390,1181,"19,587",1.70,0.035557
北马其顿,68332,364,1949,-,2.85,
新加坡,58285,12,29,579,0.05,1.006649
加纳,52274,0,325,"2,946",0.62,0.177441
阿富汗,47716,200,1906,"3,637",3.99,0.131196
阿尔巴尼亚,43683,695,922,293,2.11,1.490887
萨尔瓦多,40345,214,1168,641,2.90,0.629407
韩国,38755,594,552,"5,116",1.42,0.075753
挪威,38703,163,359,535,0.93,0.723421
黑山,38562,316,543,62,1.41,6.219677
卢森堡,38476,1459,360,59,0.94,6.521356
斯里兰卡,28580,377,142,"2,095",0.50,0.13642
芬兰,28242,361,424,554,1.50,0.509783
澳大利亚,27987,15,908,"2,477",3.24,0.112987
喀麦隆,24752,0,443,"2,467",1.79,0.100332
乌干达,23200,701,207,"4,427",0.89,0.052406
拉脱维亚,22104,584,288,192,1.30,1.15125
科特迪瓦,21507,22,132,"2,490",0.61,0.086373
苏丹,19747,279,1301,"4,151",6.59,0.047572
赞比亚,17963,32,364,"1,760",2.03,0.102063
马达加斯加,17513,0,255,"2,626",1.46,0.066691
塞内加尔,16596,43,340,"1,629",2.05,0.101878
莫桑比克,16326,82,136,"3,052",0.83,0.053493
安哥拉,15648,57,354,"3,077",2.26,0.050855
爱沙尼亚,15510,284,137,130,0.88,1.193077
纳米比亚,15219,141,152,258,1.00,0.589884
刚果（金）,13595,68,344,-,2.53,
几内亚,13264,31,79,"1,305",0.60,0.10164
马尔代夫,13213,15,47,44,0.36,3.002955
塞浦路斯,12867,416,63,118,0.49,1.090424
塔吉克斯坦,12469,0,87,910,0.70,0.137022
博茨瓦纳,12058,527,36,233,0.30,0.517511
牙买加,11184,0,265,289,2.37,0.38699
佛得角,11098,35,109,55,0.98,2.017818
津巴布韦,10839,121,294,"1,691",2.71,0.064098
马耳他,10699,40,157,43,1.47,2.48814
毛里塔尼亚,9679,163,194,-,2.00,
海地,9399,29,233,"1,111",2.48,0.084599
加蓬,9278,24,60,206,0.65,0.450388
古巴,8906,124,136,"1,148",1.53,0.077578
叙利亚,8490,87,452,"1,828",5.32,0.046444
伯利兹,7953,184,176,38,2.21,2.092895
巴哈马,7579,9,163,39,2.15,1.943333
乌拉圭,7505,202,83,346,1.11,0.216908
安道尔,7084,34,78,7,1.10,10.12
特立尼达和多巴哥,6775,8,122,137,1.80,0.494526
斯威士兰,6529,28,123,139,1.88,0.469712
卢旺达,6191,62,51,"1,250",0.82,0.049528
马拉维,6051,0,185,"1,916",3.06,0.031581
尼加拉瓜,5838,0,161,628,2.76,0.092962
刚果（布）,5774,0,94,-,1.63,
吉布提,5708,7,61,97,1.07,0.588454
圭亚那,5697,32,154,78,2.70,0.730385
冰岛,5506,10,28,33,0.51,1.668485
苏里南,5325,1,117,56,2.20,0.950893
马里,5290,155,175,"1,910",3.31,0.027696
赤道几内亚,5166,0,85,131,1.65,0.394351
中非共和国,4922,0,63,473,1.28,0.104059
索马里,4579,54,121,"1,518",2.64,0.030165
泰国,4126,19,60,"6,918",1.45,0.005964
冈比亚,3772,2,123,216,3.26,0.17463
布基纳法索,3315,103,68,"1,975",2.05,0.016785
多哥,3111,16,65,799,2.09,0.038936
贝宁,3073,0,44,"1,148",1.43,0.026768
几内亚比绍,2444,3,44,190,1.80,0.128632
塞拉利昂,2428,2,74,771,3.05,0.031492
也门,2383,0,649,"2,891",27.23,0.008243
莱索托,2150,0,44,226,2.05,0.095133
新西兰,2085,6,25,474,1.20,0.043987
尼日尔,1894,38,78,"2,231",4.12,0.008489
圣马力诺,1800,0,48,3,2.67,6.0
乍得,1728,3,102,"1,535",5.90,0.011257
利比里亚,1676,0,83,485,4.95,0.034557
列支敦士登公国,1404,7,19,-,1.35,
越南,1377,10,35,"9,649",2.54,0.001427
蒙古,888,1,0,312,-,0.028462
钻石号邮轮,712,0,13,0.37,1.83,0.192432
布隆迪,698,4,1,"1,121",0.14,0.006227
巴布亚新几内亚,684,13,7,841,1.02,0.008133
厄立特里亚,649,17,0,518,-,0.012529
摩纳哥,641,3,3,3,0.47,2.136667
科摩罗,616,0,7,83,1.14,0.074217
毛里求斯,511,3,10,126,1.96,0.040556
坦桑尼亚,509,0,21,"5,909",4.13,0.000861
不丹,432,2,0,81,-,0.053333
柬埔寨,350,2,0,"1,624",-,0.002155
巴巴多斯,287,2,7,28,2.44,0.1025
圣卢西亚,270,5,2,-,0.74,
塞舌尔,184,0,0,9,-,0.204444
文莱,152,1,3,43,1.97,0.035349
安提瓜和巴布达,146,0,4,10,2.74,0.146
圣文森特和格林纳丁斯,87,0,0,11,-,0.079091
多米尼克,85,0,0,7,-,0.121429
斐济,44,0,2,91,4.55,0.004835
格林纳达,43,0,0,10,-,0.043
老挝,41,0,0,696,-,0.000589
马提尼克岛,37,0,1,-,2.70,
东帝汶,31,0,0,132,-,0.002348
梵蒂冈,27,0,0,-,-,
圣基茨和尼维斯,25,0,0,5,-,0.05
所罗门群岛,17,0,0,62,-,0.002742
马绍尔群岛,4,0,0,5,-,0.008
瓦努阿图,1,0,0,28,-,0.000357
全球,68119159,544015,1553206,758520,2.28,0.898054
